Feature1,Feature2
1.2985254,1.525269503
0.175728705,2.608601733
1.025694624,2.023402029
3.11393531,1.874253523
0.399246698,2.333105061
3.38470794,1.494641037
1.516880752,1.274934718
-0.551478806,1.553634404
3.729733459,1.737820064
1.880964747,2.3561453
1.92954042,2.236583289
-1.069536694,1.143744478
2.20764708,3.557602068
1.820935442,2.52298554
-0.299097961,2.361345864
2.124109004,2.431017236
1.731905169,1.116235782
1.699490505,1.950744493
1.938938456,1.862348148
-0.00433485,2.28856614
-0.848147512,1.90720464
-0.048764937,2.243996279
-1.075583616,2.401397529
0.446088323,2.482841234
2.190285369,2.169620824
1.117074036,0.19635476
1.445012582,2.322088898
2.116953011,2.78001016
-0.133101714,3.032664162
0.53945533,1.188317506
1.402593112,1.201399357
2.852079754,1.696403602
1.226802149,1.593023885
-1.995570645,2.80618488
1.999962971,2.197795921
-0.475609622,2.549647297
2.510672274,1.952571603
0.551364007,1.202526573
3.092578824,0.424374777
1.988659715,1.590953582
1.225000357,0.839431938
-0.337111358,2.549384236
-0.121480559,2.26350561
-1.898061576,2.462505492
-2.335896529,1.987285618
-1.346561084,1.459691776
-0.35499162,1.554111388
1.319230238,1.912909938
1.307825292,1.460207198
-0.164236161,0.987812063
-0.43227029,2.772380175
2.718634226,2.689183083
1.221006755,1.611985109
0.433950681,2.467345804
0.375230038,1.805745367
1.633712314,3.090121662
-1.354086885,2.318639911
1.303900694,2.25617076
1.777199637,1.426835653
2.969063076,2.11099335
0.124279888,2.335303175
0.982179094,1.580316911
2.094053135,3.256798004
3.304053792,3.34357347
-0.994005816,1.48381538
-1.471030754,2.401026385
0.332143099,3.255319819
0.915022394,1.090887629
1.620668027,3.23725902
1.284571174,1.110222113
0.175091525,2.699660357
2.081585852,2.197240197
1.199078582,1.670930901
0.472587585,1.654553119
1.149152765,2.470799327
2.79693412,2.295651246
1.705876312,3.034181647
0.43852188,2.237058539
-1.531397296,3.6991705
0.622554416,2.278363869
1.252339646,0.963013156
0.385959538,1.910866715
1.656920936,1.46021275
-0.585963119,3.499835443
0.492191069,1.70543741
1.752738772,3.601017455
-1.324271025,2.058209971
1.660295216,1.632300034
1.158543606,1.16508551
3.116433399,1.55196643
0.170560556,0.478384603
-1.430936986,2.284374433
2.047989028,1.862084474
2.538233749,3.577433337
2.070093165,3.697017027
3.3047353,1.510398148
-0.944534283,1.885286682
-0.487767591,1.95930039
1.675312282,2.123071018
2.728419196,2.314565993
4.352721688,1.969812782
1.162048906,1.859823413
1.39466358,1.740274054
2.063601487,3.036465779
0.631941093,0.736559826
0.963240058,2.773231428
1.136788178,1.394502374
1.20384903,2.78247886
3.625075787,1.794568309
2.556108518,3.038767914
0.485074658,1.387890301
1.66749959,1.007013301
-0.186676257,2.599569001
0.259470693,2.068958086
-0.964012098,1.764420855
1.006007581,1.297386026
-0.986662531,1.191376375
4.717992745,2.473298506
2.158989131,3.1098668
-1.041290976,2.316759955
0.293276225,1.965599222
0.267495384,3.456340023
-1.549468829,1.990937846
2.397858394,1.797176039
0.489818516,1.631325927
2.601822359,3.936919071
1.578439277,1.662187634
2.158412658,1.997118805
1.452069561,1.883406096
4.415333871,2.850694067
0.838734569,1.775320333
1.166900057,1.71279512
2.413776528,2.447612363
0.494193853,1.648541552
0.922181163,1.485095551
1.341470876,2.883598204
-2.868129134,2.654115892
1.273670231,2.139361565
0.794379605,1.539544255
3.057080719,2.381520903
0.438996498,2.426101626
3.445038423,1.602127577
1.356229825,1.280692549
0.125233562,3.735346455
2.380737254,1.920277893
1.185248702,2.71632576
0.48472109,1.171344976
0.868036587,2.391320746
1.692690974,1.898973207
2.981923167,1.867717712
0.612189771,1.200195645
1.955748838,1.404839075
1.269521924,2.291980829
1.948036697,2.191282386
1.294661256,2.78623559
1.463684804,0.290232132
-0.164176732,2.696484362
1.469385399,2.002774915
1.486367677,1.346529407
1.537044733,1.689888074
2.539992726,1.42672945
2.40694332,2.955453806
1.295018392,2.469391288
0.435463221,2.831534588
1.715607616,1.712031926
0.819315182,2.552601115
0.639487506,2.115230412
0.889630038,2.805212016
0.55501864,1.970074004
0.563830513,2.312836734
1.567478965,2.457285408
0.816971531,1.634388258
2.877627633,2.045703487
1.948635376,1.782537556
0.021767421,2.245877722
0.930394614,2.711203028
0.537932633,1.852908094
1.428857863,1.577568836
3.908330619,3.160266895
3.414332783,2.160570566
1.722297916,1.733404763
0.734567817,2.30273918
0.166420937,1.906627102
2.616837117,1.37313907
1.184368007,1.872244
1.829383676,1.830124936
1.146228844,1.338008776
1.374117971,2.940871682
1.07749767,2.311569064
1.312897715,2.195808384
1.128701688,2.537934918
0.787704631,2.09684552
0.206206786,2.3859606
-1.544431885,3.17916082
0.334290949,3.228578868
-0.276452551,1.112837903
1.774764515,1.08462689
-0.039740813,1.317651109
3.087185749,2.331886035
1.715341937,0.79662705
1.979574601,0.738740197
1.19075101,2.005030873
-0.511483012,0.57580119
0.762989021,1.73355148
0.345383147,2.081755435
-0.786949673,1.900508485
1.594527003,2.099028852
0.541340906,2.092766634
2.896596692,1.711945658
2.716379034,2.490998704
0.288954968,2.372228282
-0.578775955,2.241043665
-0.304006752,2.050839312
0.998526692,1.690486688
1.217067036,2.29403976
-0.278406502,3.198627771
-0.327001694,2.259594425
1.613614037,3.130515856
0.783408532,1.853044699
1.569133026,2.345391262
0.077151515,1.404934428
-1.768593013,2.182489277
1.095732608,2.024433609
0.933079405,-0.157198117
0.014407731,2.03908153
1.64707081,2.737115025
1.112152874,0.986372299
1.678247521,2.146630794
-2.338097809,2.596404831
1.627922263,2.440727339
0.54039549,2.470831291
1.137469918,0.764617248
2.576573053,1.511092126
-0.636333576,2.722212462
0.327240757,2.962807358
1.73904674,2.198572969
2.254610693,2.971803491
1.02340248,2.990761494
2.276386753,3.341895759
2.633110941,3.567559707
2.233949103,0.127234984
0.336503789,1.142752571
1.843619463,1.448298891
2.182412252,2.695842404
1.430617982,1.406832689
2.633874649,2.648003535
-1.222456335,2.701957522
3.31432949,1.979306361
1.784650059,1.746579621
0.172073998,1.683627309
0.278123338,1.769951545
1.696786136,2.993902767
0.079593681,2.68451065
2.310795683,1.419103734
0.733963211,0.72689224
1.453720898,3.271922151
3.00860471,2.536982808
-0.682860277,1.770381165
-0.313018353,2.952916084
2.851986861,1.879114454
1.1631237,1.79338299
4.999574728,3.407223613
1.387633903,3.294667141
1.163606948,2.050244893
-0.513728904,2.865542661
-0.003670346,3.349391968
-1.139900713,2.036923933
-0.607902045,1.774570802
2.799151639,2.497975196
-0.617943001,1.933133393
0.255891497,2.298664392
3.231881335,3.121908281
1.818314509,2.770532065
1.818225727,1.595840443
-1.012151258,-0.123955503
0.730745018,1.535297324
1.263076798,2.079494595
3.098685205,1.705559379
0.039085463,2.440096056
0.250379922,3.047547859
-0.215508642,1.407596069
2.847465753,3.318641366
0.87791155,3.41590074
-2.041086622,3.758287439
1.035683172,0.992125192
-0.606008292,1.259787462
2.0110959,0.231710107
0.127651663,1.651940329
-0.351220122,1.132244025
1.191711397,1.74542187
1.902224103,1.502603873
0.481016481,3.184423681
2.501060076,1.968366994
1.079729875,1.4705362
1.120791826,2.006181955
3.596526161,2.548597516
1.955108151,1.229703828
-1.18614103,2.523531786
1.500111199,3.078421566
0.869269736,2.198821319
1.902826604,3.215107731
-0.220409239,1.533636809
-0.253623589,1.891310982
-0.729817804,0.563643965
0.737461299,1.709540123
-1.433167798,3.078245621
1.214684266,1.556952188
2.154716205,2.997763733
1.81712945,2.889635233
2.504512803,3.136964301
-0.135951095,0.991687958
2.129429725,2.709189676
0.554392239,2.241472596
2.677347769,1.326553175
1.120121906,1.310488902
-1.01522035,1.284297035
-1.056423667,1.932772249
-1.558759905,0.24670146
-1.068919733,1.536744293
0.804743062,1.270877189
-0.422121686,2.56283763
-2.865476069,2.146236485
3.393422057,3.241741403
0.599232374,1.447970047
2.586948917,2.276461628
0.565909327,1.339442141
0.761660575,2.041218235
0.885013523,2.428694245
0.946659396,3.447153507
3.957671301,1.146052773
0.419282027,1.604008646
5.182635824,1.637696068
-1.3863283,0.415564962
1.410485886,-0.063340324
-1.077978102,1.990110657
1.63506926,1.285905344
-1.398357466,1.592347354
1.08550418,2.356176047
-0.622969141,1.664768091
3.819851554,1.591936603
2.302337463,2.195736344
3.294845465,1.807368778
0.31050395,2.433926095
-0.690808176,1.991132719
-1.00743342,2.053911388
1.662162561,1.737443784
2.880796438,1.645833291
4.25936209,1.523345941
2.204102269,2.62013805
1.737991193,2.795841048
5.527312401,3.456963493
0.532668404,0.994599034
-0.267638182,2.792418557
-0.405657449,2.95452214
-1.646939437,1.579293767
3.118307089,1.259207469
-1.308628304,2.216649379
-0.204651057,1.114712103
2.523674073,1.856990186
0.377606629,1.394339367
5.706480179,2.721365295
1.146789074,1.985628296
-0.093298471,3.287550098
1.957952118,2.645249527
0.014551491,1.957977089
0.893437277,2.801082463
1.036795908,1.523117859
3.836256712,2.154301451
-0.597539906,2.597754192
1.925230654,1.757707309
3.00700474,0.359139308
-0.167592788,1.993344344
1.075104315,1.960359825
-0.210361249,2.162729701
3.500496855,1.05959188
1.258618233,1.470395525
1.609556921,0.815123472
0.676402355,2.44514045
1.557195425,2.510861734
0.256300953,1.441145678
-2.46052421,2.401235074
1.219550139,1.332718284
-0.179565873,0.235372468
1.110970135,1.061090001
2.856452345,2.949024799
0.808905287,2.699591729
-0.994034757,1.54039852
0.769902821,3.124917737
3.983758901,2.673501863
3.068408701,1.756668247
2.292740424,1.896177927
3.138495588,2.291983759
0.357714354,0.895033717
-0.61135943,1.485996008
0.002276576,1.334366648
0.531756291,1.32364862
-1.150725038,2.337506448
1.233740335,2.073609879
0.310047742,1.691004866
1.830094231,2.261861483
-0.277557052,1.355397457
1.524684481,0.925340006
-0.782111285,1.915946892
1.315213177,1.174557385
0.415839565,1.266025728
-0.43778554,2.651827573
0.538934266,0.95211433
1.400932546,2.634633821
0.983639336,1.531198199
1.051289825,0.286563402
-0.553235009,2.16037209
1.531295446,2.825905446
1.240493809,3.366426395
2.611733949,1.49732255
3.344007584,1.121407428
1.478354832,2.313743061
-1.572412894,2.603400371
-0.134582932,3.075472384
0.187641278,2.238754609
0.668712641,2.769954435
0.568380927,2.704179769
3.318526285,1.848235893
-1.683096329,2.19975954
2.864668341,2.008341801
1.752869296,2.407683906
1.850787656,2.26365309
1.660704531,2.017268425
1.294413068,2.761172082
0.91854216,2.007582443
-3.334827197,2.426208201
0.133802456,1.590483383
0.97714364,0.74466234
2.09870229,2.913247709
0.872712126,2.479390399
0.78958095,1.236553552
-0.255500855,2.079013615
-0.097559106,2.784271605
1.889862079,1.697961122
-0.860878435,1.111653235
2.271003604,2.2304243
-0.166912813,1.26821382
0.186119215,2.354422293
1.035815793,2.143427439
1.795589458,2.577976541
0.756618869,0.785958126
0.083372919,0.905296475
0.783420553,2.276490928
1.024216514,1.630538589
2.170696368,1.083926433
1.988428897,1.671912297
-0.42296549,2.397212155
-2.173744099,1.651719154
1.14467526,3.293278142
2.275349169,2.716095944
-3.250840378,3.842667496
1.932301203,2.290197049
2.07528454,1.752162634
0.759702329,2.434172378
2.00213437,1.467359392
1.889195906,1.720237849
-0.079847847,2.042857529
2.679619736,2.272974218
2.646081835,3.410053544
1.619298669,0.949198144
2.080965933,2.64368317
1.243368937,3.181611405
0.100590517,2.206033904
1.372836045,2.974580343
1.78911912,1.385311039
0.542493819,2.997376783
1.337897863,1.543319651
0.054537625,2.893556945
1.766758262,0.560093772
-0.039359176,1.131389213
1.871704488,3.900107153
0.676430318,2.293389637
2.161068992,1.769340299
0.780476446,1.347692435
-0.850226721,2.209234387
2.099656433,0.791171524
-0.668934809,1.599956162
1.40697724,1.398117895
1.63539466,2.345237371
0.241884673,2.360115117
-0.302442324,2.330096914
0.029145245,3.097334249
-0.545551391,2.406561847
0.308461616,2.215998267
-0.299330471,1.80794377
-1.873263637,3.15743027
1.903690323,1.350643424
2.606388762,3.235790547
-0.111018782,1.657897531
-0.431470234,2.099287483
-0.42605985,2.420106196
3.151244509,1.528043225
1.938005233,1.021028638
1.100715115,2.019994251
0.173496633,2.467617187
2.434917366,2.759451908
0.679053411,1.819086807
1.91083045,2.994039328
1.284083571,1.966505268
0.958938578,2.334741971
-0.403343814,2.137131076
3.805202882,0.673188788
-0.328743332,1.236407719
-1.27614542,3.249205658
0.689172677,2.346594632
0.607682821,2.41185202
-0.244713246,1.610813354
1.82580302,2.089975414
0.485325682,2.381073214
1.589288682,2.115184896
2.819847265,1.532128474
-0.98543511,1.781254014
1.628261926,0.606893409
3.037680459,3.786052603
1.470758843,3.84490665
1.72972743,0.289272913
0.671815561,2.438044426
1.851844577,1.674638653
1.866259123,2.268758001
0.445612636,1.788986484
2.005259095,2.227640815
-1.679683708,1.576452036
2.920966911,1.491054067
-0.289477061,3.052239374
0.788382167,3.00796386
0.432702295,2.269954638
0.183175057,1.539597411
3.833877597,2.949901096
0.27925587,2.118916488
1.125713685,2.523652182
0.972142709,1.348974355
-0.043793672,3.043694262
-0.629405602,1.724676022
-1.754324786,2.2495801
1.037188056,2.3398042
-0.167989535,2.370586486
-0.015394397,1.530112435
-1.744957459,2.51728616
2.396600309,2.690160717
-1.352002929,2.161601117
3.917966271,0.970986243
-1.944443752,1.140211537
1.386308817,1.47242752
-2.361212622,1.123135306
1.536645765,0.792924879
-0.401938559,2.365125431
1.133243515,0.852652342
1.910473125,0.955739793
-0.107274419,2.478106426
1.210181802,3.236225188
-0.302178204,2.192859856
2.684500352,3.574646513
2.387253448,1.341903287
-0.023082541,3.395786688
4.301307128,1.297306433
-2.60797914,2.552669103
2.276340627,2.6864242
1.321216735,2.288840357
0.503254314,1.978011138
1.745947133,3.508032591
2.237218963,1.511124441
5.338945324,3.714738353
0.124770198,2.270174442
2.071298583,3.120132951
2.454698939,0.95819861
1.074727159,2.418385211
1.298196376,2.148042472
2.629847141,1.975097331
0.501781247,1.173677289
1.729112551,1.281378265
2.36072165,1.388999249
1.547523203,1.195760918
0.681525024,2.895747675
1.35274142,2.003737751
-1.709646017,0.629916835
2.005796174,3.093245105
3.210278815,2.076648907
-0.167262876,2.899272551
0.196537576,2.034165576
-0.023429336,1.847024663
-0.426939437,2.922024236
2.033102554,1.191959796
1.120504759,2.927240467
0.394764784,3.450685176
0.15661685,1.818587168
-0.05444022,1.189460795
1.90918123,2.616064827
0.726845715,1.288387412
0.822147819,3.225144334
0.89554993,1.653695238
2.58696048,1.587471053
0.642282954,2.776786888
0.441370762,3.672032886
1.557063299,2.126595174
0.040404884,2.884876043
0.76560672,1.703619715
0.279951456,3.250834762
1.691774346,1.597310801
2.734017011,1.31888629
0.784783165,3.365216404
2.186481846,1.915093047
0.906074706,2.574527831
2.247382268,2.26700031
0.130968364,2.338708146
0.839929621,1.144550482
2.06381682,3.798638309
1.710293872,2.910478173
3.505298872,2.102042213
1.036331941,3.079658272
0.992663098,1.288221253
2.462852248,2.149518992
-1.266394874,1.7761812
1.455990492,2.215474832
4.269699806,1.441697125
1.036646529,2.983548213
0.278792966,1.082327429
2.966404528,1.183980489
-1.06130642,0.999906517
1.942299547,1.666573668
1.317816524,1.808553332
3.968087785,3.252691423
1.678038178,1.461275189
1.919681416,2.327486891
-1.441140746,2.030571072
3.267933712,1.80745685
0.227584333,1.528996559
0.278305386,1.40933202
3.967969847,1.035632355
2.445099655,2.282295414
0.711464403,2.07304403
-0.624872838,1.900386551
2.495281551,2.569141405
0.900010603,1.503042549
-1.349921019,3.160272921
3.440166482,2.38474795
2.387531201,2.577802755
0.973966546,1.651270773
2.838707351,1.686578621
0.601174934,1.920553046
1.342912134,3.112345022
0.613138402,2.637038931
1.026046873,1.968930817
-1.17425873,2.237742308
4.593993021,2.797182018
0.397558931,3.059030394
-0.845714599,2.379504108
0.140661811,2.692830709
-1.661480755,1.884769268
1.550303668,2.625645114
1.039266321,2.232139982
1.020726738,2.057614663
3.088310292,3.162146985
1.35807854,2.202068316
1.924178297,2.727003909
0.766540792,0.507775823
1.75847054,2.109217636
0.20909718,2.389821972
0.389615775,3.140846897
-1.645750393,1.781897061
0.330819989,3.231673727
-0.690133366,1.558487396
0.583225755,1.327684748
2.006830862,2.59024186
0.551439306,2.775585622
2.902938243,3.279330274
1.610336287,1.106498168
0.589560251,1.774295877
2.138136063,1.039107677
1.494266209,1.656539989
0.045489518,2.729258591
2.640207085,2.647925062
0.945718825,1.904435569
0.296107359,1.780016808
0.766002865,2.288772547
1.361013667,2.051895022
0.273050741,2.109338911
2.484609128,2.134650466
0.579958904,1.855559601
1.293511663,2.502287794
0.976956953,1.435705597
2.252140671,2.2938738
3.404559419,2.668798067
-1.392883665,0.317997632
1.26460222,2.793347202
2.837665123,0.77697703
0.749200281,2.111896646
2.791701458,2.246675932
0.090728881,1.604252379
1.832943281,3.099230717
1.695405343,2.333499933
0.550575702,1.74925682
-0.527843259,2.573634266
0.665263351,1.077977652
2.467258999,2.165079783
0.284870528,0.401308379
2.625284855,2.123818711
-1.345244665,0.988970997
0.068668486,2.2805765
-0.661316707,2.336828955
1.57414398,2.036719442
1.793602759,2.325527342
2.080011267,2.356192383
0.644676546,2.618038677
1.820631595,2.104413456
-0.215782907,1.886202151
0.658194324,1.759683197
0.667120914,2.426060861
0.266769074,2.133057869
-0.343167651,1.291553993
1.338836642,2.123391241
1.790167945,2.671653336
1.495450827,1.33100423
1.389166996,2.661732721
-0.529718569,2.719998016
-1.170328163,1.999260727
1.034247074,1.410802585
3.222334445,1.555404244
-1.882494949,2.781272797
0.70980588,1.114012213
0.746824887,1.856944476
0.985410335,2.205067317
-0.759830904,1.474961533
0.003843395,2.078997282
-0.547525688,2.377118093
2.596771508,1.710687278
2.581724117,1.967230422
0.681422886,1.987039154
1.10162286,2.857494826
-0.95051364,2.309844208
1.042301197,1.893950656
0.437880977,2.548751474
3.39253046,1.946993516
2.067896888,2.048020363
1.740883348,2.255680916
0.329141539,1.313883214
0.972069984,2.493379924
5.437775096,2.360214318
3.195880695,3.075390362
1.08832756,0.734001321
1.631105355,1.896108721
1.305627132,3.285626761
0.766636365,2.307709025
0.630633922,2.820945704
1.181577467,1.794758829
2.191961799,2.49382267
2.080902547,3.169543089
1.311496129,0.892971486
2.471602633,2.582827959
-0.873493597,2.655388531
1.898737482,1.52784495
-1.37215729,1.176549171
0.555357544,1.10572026
0.155773735,3.126489765
1.59053523,0.934373385
-2.259103542,3.01113564
-0.096082205,3.009379219
-1.29202068,1.326791592
1.604764479,1.672984988
1.333841553,3.319514836
0.746762101,2.209606858
0.708032708,1.895904111
2.723736719,2.020267122
0.944641656,2.170486105
1.111472246,1.848783006
0.032523796,1.301960938
1.153030663,1.090019244
0.726831086,0.903312814
0.742850634,0.386665602
0.433776008,2.139497719
0.70351864,2.741709983
0.853269444,1.59453927
2.882008494,1.37366654
0.233522888,1.869140559
2.38467605,2.176728904
1.389676531,1.811792598
3.049390429,2.179456881
0.565828272,4.443916791
-0.027724832,2.853545341
2.808599811,2.272648356
-2.90918103,1.961032761
0.196491567,2.27343635
4.907901963,1.373809604
1.085749674,3.645103184
-1.918092716,1.272191105
1.043331509,2.707826583
1.461450347,2.47605992
2.034439717,2.669052814
2.916087926,1.404463134
0.695488456,1.016531426
1.75871758,1.791214097
1.812299878,2.649171174
0.978196416,1.910177674
1.084788228,2.870992768
-0.297764454,1.914915028
0.258539695,2.176080111
-0.485522433,3.057605225
1.432861918,2.430935951
0.918555712,1.376232775
0.748531343,1.916629116
3.095709598,1.496192062
1.185984329,2.056384201
0.926415945,1.709709285
0.222048201,1.135842377
-1.452193116,2.464990492
0.452107304,2.28303795
-2.344821759,3.001049784
0.19212198,1.384932913
1.014239553,2.511485835
2.775860547,2.838612045
-0.16073167,2.288995552
1.431985349,1.072150197
0.999958829,1.575036415
-2.173172021,1.946560163
-1.63516843,2.09937342
0.723371257,1.941349107
2.733432833,1.917199196
0.146454349,2.13753761
1.959124928,2.898768517
-0.027172479,2.639606711
-0.517071163,2.303124234
-0.841993579,2.191085369
0.675268031,3.038904482
0.071349991,2.193890271
1.539553662,2.263378943
-1.048895901,1.428762097
-0.383260841,2.639009104
-0.731529523,0.855071615
-0.523182332,0.587667819
1.88187968,0.837324693
0.352437572,2.197753043
0.205552684,1.635725355
1.192626603,1.642807342
2.444623507,0.657372559
3.738043161,1.215482342
3.208090677,2.603267999
2.921948791,2.029531191
-1.637163194,1.127111199
-1.428291541,2.075630608
0.912500418,3.457845473
0.002566459,3.517531641
2.566150382,1.862473426
0.936688387,1.821307511
1.167637538,2.583432023
2.241990012,1.301640434
0.886938236,1.838855573
1.834591858,1.183753717
0.215469478,2.333033757
0.129315273,1.834408764
0.025550209,2.137730107
1.1648105,2.905837911
-0.210007574,2.345716801
2.126998654,1.861175687
-2.484920328,1.507035691
0.328826175,2.67623296
1.796261572,0.668659277
0.218096602,2.842842089
0.582909682,2.2001068
1.176707802,2.90390089
1.154254732,2.180554924
-0.583681596,1.386601094
1.668851222,1.543566718
3.515372702,2.031404399
2.131395894,3.596265482
0.069416298,0.950574324
1.152526317,2.031290857
0.268417867,1.798968211
1.169482769,3.230011698
3.730708,2.818585976
0.246679733,1.824430429
2.304662935,1.597439678
-0.466184931,0.326973601
1.395485178,1.163633111
0.260203887,1.671924751
1.772548505,2.112315835
1.997491128,2.682521875
1.662501833,1.400545965
0.858545104,3.65183625
-0.51022584,2.397719278
-2.661001923,3.036093096
0.365273694,4.202051193
-1.036833967,1.854644336
2.321975612,2.022753787
1.531711385,2.054552066
0.644648519,1.651961516
1.702668002,1.293282989
1.131057115,1.67578971
-1.777976751,2.560697315
0.432747688,2.396024649
-0.547023663,2.554144543
0.040734088,2.061258383
-1.786061369,1.349423059
1.434460135,2.143572422
1.066355178,1.740442305
1.305285471,1.589549546
0.664416685,2.553539671
3.356082606,1.837700054
0.684676891,1.900380159
-0.93872545,2.728247491
2.210719854,2.529288324
2.020961251,1.152962081
2.008185279,1.13812687
1.911353093,1.461102539
-4.324856488,-4.099988884
-3.016074218,-5.428575318
-1.621680437,-4.100550128
-2.147516311,-7.257865148
-2.856435885,-5.594800176
-4.261025743,-4.825552893
-4.59839921,-4.373905391
-2.171183825,-5.021875012
-4.243627684,-3.088227083
-2.855440444,-2.825463982
-1.790155091,-5.066903996
-3.587587616,-4.155177108
-4.729233947,-5.019637762
-4.534365002,-4.130551412
-3.573974092,-6.3720942
-1.761925468,-6.073247734
-4.001345169,-3.873382839
-4.359228836,-3.9676956
-5.460609381,-5.537683018
-2.063093733,-4.649039522
-3.555396186,-5.435270336
-3.324580712,-5.638902713
-4.422083048,-5.195472046
-3.295701744,-5.642144707
-3.205673556,-7.116125692
-3.060862406,-5.145676859
-3.224465831,-4.480680065
-4.279689244,-4.605434611
-2.611184801,-4.81137824
-3.447613044,-5.381057628
-3.230424196,-5.568804099
-3.725170385,-3.691667698
-3.421185188,-4.751954413
-2.553917557,-5.813974605
-2.93489027,-5.344596396
-3.328451764,-4.300978616
-3.111072035,-5.700406658
-3.989559858,-6.191693949
-2.490479884,-6.076202411
-3.730831768,-3.955071319
-0.775119733,-4.660003748
-2.974429016,-5.107210977
-2.997702615,-4.176704091
-3.871426329,-4.928720395
-3.356111789,-5.262973165
-3.099700352,-6.77836557
-1.24377453,-4.64401129
-3.815636848,-5.330949386
-3.789268403,-4.796945746
-2.222189152,-2.113258199
-2.090120418,-6.022205739
-3.507700111,-3.809120203
-3.931041552,-4.357534379
-3.270293638,-6.129994733
-2.607115161,-3.923082097
-1.284438345,-3.575787062
-0.836305136,-4.74796865
-2.746204205,-4.410744086
-3.599767611,-6.358920508
-2.652280713,-3.781431254
-1.781470567,-5.263399164
-4.032633545,-7.755760211
-3.628288216,-4.356431252
-1.561972531,-3.927695607
-3.731955228,-3.141697688
-2.255042664,-6.843868632
-4.533461343,-7.119160782
-2.292518028,-4.866286521
-3.733181163,-5.134184324
-1.39011079,-4.145993396
-3.423090197,-3.427992351
-3.05849139,-3.867254822
-0.781237665,-4.322550857
-3.453302457,-3.078479901
-4.080847098,-5.747921896
-2.574557964,-6.925568335
-2.598038282,-4.315724656
-4.157556757,-5.680689293
-3.153330638,-5.20320467
-2.196493898,-4.640184202
-2.157148066,-4.954756524
-2.539654798,-5.299170195
-2.508058015,-6.454951202
-2.313746902,-4.935418449
-2.130943455,-6.313934885
-2.870966501,-3.822335066
-1.872014036,-4.460654309
-4.133908385,-6.845694953
-3.202754037,-3.701130859
-3.60870182,-3.932675034
-3.121369513,-6.421244526
-3.007495291,-6.000408137
-2.351709865,-5.052087852
-3.006206698,-5.468273122
-2.768203721,-4.806195919
-2.522818155,-4.595616445
-3.169575453,-4.335239852
-4.294119493,-6.428212835
-3.509885919,-3.433862882
-3.636084551,-5.685265653
-3.574936128,-3.336610546
-2.908512071,-4.029765057
-2.683086279,-4.857082448
-2.999862463,-4.818603477
-3.617878343,-5.879326081
-2.506290948,-5.522094288
-4.215633029,-6.668361201
-5.943569071,-5.682025515
-3.049436218,-6.030156305
-2.334824426,-4.978887455
-4.907275327,-4.548117778
-4.421153735,-6.516621482
-3.356234528,-5.36200815
-2.51436067,-6.444559782
-4.485517235,-4.976112452
-4.550771882,-4.607103778
-3.119132473,-4.659430266
-2.164245466,-3.912886217
-2.408171445,-5.326256778
-3.843842187,-4.717035379
-2.655780822,-5.881480118
-3.224187925,-6.848386388
-2.213880333,-5.354419429
-3.810850449,-7.36692155
-2.906928209,-3.200102589
